mir,GO,gene
miR-21,GO:0071108~protein K48-linked deubiquitination,OTUD7B
miR-21,GO:0071947~protein deubiquitination involved in ubiquitin-dependent protein catabolic process,OTUD7B
miR-21,GO:1900181~negative regulation of protein localization to nucleus<COMMA>,OTUD7B
miR-21,GO:0000302~response to reactive oxygen species,P4HB
miR-21,GO:0018401~peptidyl-proline hydroxylation to 4-hydroxy-L-proline,P4HB
miR-21,GO:0034976~response to endoplasmic reticulum stress,P4HB
miR-21,GO:0042158~lipoprotein biosynthetic process,P4HB
miR-21,GO:0045454~cell redox homeostasis,P4HB
miR-21,GO:0046598~positive regulation of viral entry into host cell,P4HB
miR-21,GO:0071456~cellular response to hypoxia,P4HB
miR-21,GO:1902175~regulation of oxidative stress-induced intrinsic apoptotic signaling pathway<COMMA>,P4HB
miR-21,GO:0006508~proteolysis,PAPPA
miR-21,GO:0007565~female pregnancy,PAPPA
miR-21,GO:0032354~response to follicle-stimulating hormone,PAPPA
miR-21,GO:0044267~cellular protein metabolic process,PAPPA
miR-21,GO:0051384~response to glucocorticoid<COMMA>,PAPPA
miR-21,GO:0000398~mRNA splicing<COMMA> via spliceosome,PCBP1
miR-21,GO:0010467~gene expression,PCBP1
miR-21,GO:0039694~viral RNA genome replication,PCBP1
miR-21,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,PCBP1
miR-21,GO:0098609~cell-cell adhesion<COMMA>,PCBP1
miR-21,GO:0006915~apoptotic process,PDCD4
miR-21,GO:0007569~cell aging,PDCD4
miR-21,GO:0034393~positive regulation of smooth muscle cell apoptotic process,PDCD4
miR-21,GO:0043066~negative regulation of apoptotic process,PDCD4
miR-21,GO:0043508~negative regulation of JUN kinase activity,PDCD4
miR-21,GO:0045786~negative regulation of cell cycle,PDCD4
miR-21,GO:0045892~negative regulation of transcription<COMMA> DNA-templated,PDCD4
miR-21,GO:1904761~negative regulation of myofibroblast differentiation<COMMA>,PDCD4
miR-21,GO:0001556~oocyte maturation,PDE3A
miR-21,GO:0006198~cAMP catabolic process,PDE3A
miR-21,GO:0006629~lipid metabolic process,PDE3A
miR-21,GO:0016101~diterpenoid metabolic process,PDE3A
miR-21,GO:0019933~cAMP-mediated signaling,PDE3A
miR-21,GO:0019934~cGMP-mediated signaling,PDE3A
miR-21,GO:0040020~regulation of meiotic nuclear division,PDE3A
miR-21,GO:0042493~response to drug,PDE3A
miR-21,GO:0043066~negative regulation of apoptotic process,PDE3A
miR-21,GO:0043116~negative regulation of vascular permeability,PDE3A
miR-21,GO:0043117~positive regulation of vascular permeability,PDE3A
miR-21,GO:0051591~response to cAMP,PDE3A
miR-21,GO:0060282~positive regulation of oocyte development,PDE3A
miR-21,GO:0071321~cellular response to cGMP,PDE3A
miR-21,GO:0071560~cellular response to transforming growth factor beta stimulus<COMMA>,PDE3A
miR-21,GO:0000165~MAPK cascade,PDGFRA
miR-21,GO:0001553~luteinization,PDGFRA
miR-21,GO:0001775~cell activation,PDGFRA
miR-21,GO:0007204~positive regulation of cytosolic calcium ion concentration,PDGFRA
miR-21,GO:0008284~positive regulation of cell proliferation,PDGFRA
miR-21,GO:0010544~negative regulation of platelet activation,PDGFRA
miR-21,GO:0010863~positive regulation of phospholipase C activity,PDGFRA
miR-21,GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,PDGFRA
miR-21,GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling,PDGFRA
miR-21,GO:0016032~viral process,PDGFRA
miR-21,GO:0018108~peptidyl-tyrosine phosphorylation,PDGFRA
miR-21,GO:0030335~positive regulation of cell migration,PDGFRA
miR-21,GO:0034614~cellular response to reactive oxygen species,PDGFRA
miR-21,GO:0035790~platelet-derived growth factor receptor-alpha signaling pathway,PDGFRA
miR-21,GO:0038091~positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway,PDGFRA
miR-21,GO:0042060~wound healing,PDGFRA
miR-21,GO:0043547~positive regulation of GTPase activity,PDGFRA
miR-21,GO:0043552~positive regulation of phosphatidylinositol 3-kinase activity,PDGFRA
miR-21,GO:0045740~positive regulation of DNA replication,PDGFRA
miR-21,GO:0046777~protein autophosphorylation,PDGFRA
miR-21,GO:0046854~phosphatidylinositol phosphorylation,PDGFRA
miR-21,GO:0048008~platelet-derived growth factor receptor signaling pathway,PDGFRA
miR-21,GO:0048015~phosphatidylinositol-mediated signaling,PDGFRA
miR-21,GO:0048146~positive regulation of fibroblast proliferation,PDGFRA
miR-21,GO:0048557~embryonic digestive tract morphogenesis,PDGFRA
miR-21,GO:0048701~embryonic cranial skeleton morphogenesis,PDGFRA
miR-21,GO:0048704~embryonic skeletal system morphogenesis,PDGFRA
miR-21,GO:0050920~regulation of chemotaxis,PDGFRA
miR-21,GO:0055003~cardiac myofibril assembly,PDGFRA
miR-21,GO:0060326~cell chemotaxis,PDGFRA
miR-21,GO:0061298~retina vasculature development in camera-type eye,PDGFRA
miR-21,GO:0070374~positive regulation of ERK1 and ERK2 cascade,PDGFRA
miR-21,GO:0070527~platelet aggregation,PDGFRA
miR-21,GO:0072277~metanephric glomerular capillary formation,PDGFRA
miR-21,GO:2000249~regulation of actin cytoskeleton reorganization,PDGFRA
miR-21,GO:2000739~regulation of mesenchymal stem cell differentiation<COMMA>,PDGFRA
miR-21,GO:0000077~DNA damage checkpoint,PEA15
miR-21,GO:0000165~MAPK cascade,PEA15
miR-21,GO:0000187~activation of MAPK activity,PEA15
miR-21,GO:0006810~transport,PEA15
miR-21,GO:0006915~apoptotic process,PEA15
miR-21,GO:0008643~carbohydrate transport,PEA15
miR-21,GO:0042981~regulation of apoptotic process,PEA15
miR-21,GO:0043278~response to morphine,PEA15
miR-21,GO:0046325~negative regulation of glucose import,PEA15
miR-21,GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,PEA15
miR-21,GO:1902043~positive regulation of extrinsic apoptotic signaling pathway via death domain receptors<COMMA>,PEA15
miR-21,GO:0006351~transcription<COMMA> DNA-templated,PIAS3
miR-21,GO:0006355~regulation of transcription<COMMA> DNA-templated,PIAS3
miR-21,GO:0009725~response to hormone,PIAS3
miR-21,GO:0010628~positive regulation of gene expression,PIAS3
miR-21,GO:0016925~protein sumoylation,PIAS3
miR-21,GO:0033234~negative regulation of protein sumoylation,PIAS3
miR-21,GO:0033235~positive regulation of protein sumoylation,PIAS3
miR-21,GO:0045838~positive regulation of membrane potential<COMMA>,PIAS3
miR-21,GO:0006468~protein phosphorylation,PIM1
miR-21,GO:0006915~apoptotic process,PIM1
miR-21,GO:0007049~cell cycle,PIM1
miR-21,GO:0007275~multicellular organism development,PIM1
miR-21,GO:0008283~cell proliferation,PIM1
miR-21,GO:0030212~hyaluronan metabolic process,PIM1
miR-21,GO:0031659~positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle,PIM1
miR-21,GO:0043066~negative regulation of apoptotic process,PIM1
miR-21,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,PIM1
miR-21,GO:0046777~protein autophosphorylation,PIM1
miR-21,GO:0070561~vitamin D receptor signaling pathway<COMMA>,PIM1
miR-21,GO:0001666~response to hypoxia,PLAT
miR-21,GO:0006464~cellular protein modification process,PLAT
miR-21,GO:0006508~proteolysis,PLAT
miR-21,GO:0007596~blood coagulation,PLAT
miR-21,GO:0014909~smooth muscle cell migration,PLAT
miR-21,GO:0031639~plasminogen activation,PLAT
miR-21,GO:0042730~fibrinolysis,PLAT
miR-21,GO:0045861~negative regulation of proteolysis,PLAT
miR-21,GO:0048008~platelet-derived growth factor receptor signaling pathway<COMMA>,PLAT
miR-21,GO:0001701~in utero embryonic development,PLOD3
miR-21,GO:0001886~endothelial cell morphogenesis,PLOD3
miR-21,GO:0008104~protein localization,PLOD3
miR-21,GO:0021915~neural tube development,PLOD3
miR-21,GO:0030199~collagen fibril organization,PLOD3
miR-21,GO:0032870~cellular response to hormone stimulus,PLOD3
miR-21,GO:0042311~vasodilation,PLOD3
miR-21,GO:0048730~epidermis morphogenesis,PLOD3
miR-21,GO:0055114~oxidation-reduction process,PLOD3
miR-21,GO:0060425~lung morphogenesis,PLOD3
miR-21,GO:0070831~basement membrane assembly<COMMA>,PLOD3
miR-21,GO:0007162~negative regulation of cell adhesion,PLXNB1
miR-21,GO:0007165~signal transduction,PLXNB1
miR-21,GO:0008360~regulation of cell shape,PLXNB1
miR-21,GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling,PLXNB1
miR-21,GO:0016477~cell migration,PLXNB1
miR-21,GO:0030334~regulation of cell migration,PLXNB1
miR-21,GO:0033689~negative regulation of osteoblast proliferation,PLXNB1
miR-21,GO:0035556~intracellular signal transduction,PLXNB1
miR-21,GO:0043087~regulation of GTPase activity,PLXNB1
miR-21,GO:0043547~positive regulation of GTPase activity,PLXNB1
miR-21,GO:0043931~ossification involved in bone maturation,PLXNB1
miR-21,GO:0048675~axon extension,PLXNB1
miR-21,GO:0048812~neuron projection morphogenesis,PLXNB1
miR-21,GO:0050772~positive regulation of axonogenesis,PLXNB1
miR-21,GO:0051493~regulation of cytoskeleton organization,PLXNB1
miR-21,GO:0071526~semaphorin-plexin signaling pathway,PLXNB1
miR-21,GO:1900220~semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis,PLXNB1
miR-21,GO:1902287~semaphorin-plexin signaling pathway involved in axon guidance<COMMA>,PLXNB1
miR-21,GO:0003420~regulation of growth plate cartilage chondrocyte proliferation,POR
miR-21,GO:0006805~xenobiotic metabolic process,POR
miR-21,GO:0007584~response to nutrient,POR
miR-21,GO:0009437~carnitine metabolic process,POR
miR-21,GO:0009812~flavonoid metabolic process,POR
miR-21,GO:0018393~internal peptidyl-lysine acetylation,POR
miR-21,GO:0019395~fatty acid oxidation,POR
miR-21,GO:0032332~positive regulation of chondrocyte differentiation,POR
miR-21,GO:0032770~positive regulation of monooxygenase activity,POR
miR-21,GO:0042493~response to drug,POR
miR-21,GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,POR
miR-21,GO:0043602~nitrate catabolic process,POR
miR-21,GO:0045542~positive regulation of cholesterol biosynthetic process,POR
miR-21,GO:0045880~positive regulation of smoothened signaling pathway,POR
miR-21,GO:0046210~nitric oxide catabolic process,POR
miR-21,GO:0055114~oxidation-reduction process,POR
miR-21,GO:0060192~negative regulation of lipase activity,POR
miR-21,GO:0070988~demethylation,POR
miR-21,GO:0071372~cellular response to follicle-stimulating hormone stimulus,POR
miR-21,GO:0071375~cellular response to peptide hormone stimulus,POR
miR-21,GO:0090031~positive regulation of steroid hormone biosynthetic process,POR
miR-21,GO:0090346~cellular organofluorine metabolic process<COMMA>,POR
miR-21,GO:0006366~transcription from RNA polymerase II promoter,POU3F2
miR-21,GO:0008284~positive regulation of cell proliferation,POU3F2
miR-21,GO:0008544~epidermis development,POU3F2
miR-21,GO:0010629~negative regulation of gene expression,POU3F2
miR-21,GO:0014002~astrocyte development,POU3F2
miR-21,GO:0021799~cerebral cortex radially oriented cell migration,POU3F2
miR-21,GO:0021869~forebrain ventricular zone progenitor cell division,POU3F2
miR-21,GO:0021979~hypothalamus cell differentiation,POU3F2
miR-21,GO:0021985~neurohypophysis development,POU3F2
miR-21,GO:0022011~myelination in peripheral nervous system,POU3F2
miR-21,GO:0030182~neuron differentiation,POU3F2
miR-21,GO:0040018~positive regulation of multicellular organism growth,POU3F2
miR-21,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,POU3F2
miR-21,GO:0050770~regulation of axonogenesis,POU3F2
miR-21,GO:0071310~cellular response to organic substance<COMMA>,POU3F2
miR-21,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,POU4F2
miR-21,GO:0000165~MAPK cascade,POU4F2
miR-21,GO:0006357~regulation of transcription from RNA polymerase II promoter,POU4F2
miR-21,GO:0006366~transcription from RNA polymerase II promoter,POU4F2
miR-21,GO:0007283~spermatogenesis,POU4F2
miR-21,GO:0007411~axon guidance,POU4F2
miR-21,GO:0007605~sensory perception of sound,POU4F2
miR-21,GO:0030182~neuron differentiation,POU4F2
miR-21,GO:0030520~intracellular estrogen receptor signaling pathway,POU4F2
miR-21,GO:0031290~retinal ganglion cell axon guidance,POU4F2
miR-21,GO:0045597~positive regulation of cell differentiation,POU4F2
miR-21,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,POU4F2
miR-21,GO:0048675~axon extension,POU4F2
miR-21,GO:0050885~neuromuscular process controlling balance,POU4F2
miR-21,GO:0060041~retina development in camera-type eye,POU4F2
miR-21,GO:1901796~regulation of signal transduction by p53 class mediator<COMMA>,POU4F2
miR-21,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,PPARA
miR-21,GO:0001666~response to hypoxia,PPARA
miR-21,GO:0006367~transcription initiation from RNA polymerase II promoter,PPARA
miR-21,GO:0006629~lipid metabolic process,PPARA
miR-21,GO:0006631~fatty acid metabolic process,PPARA
miR-21,GO:0007507~heart development,PPARA
miR-21,GO:0008544~epidermis development,PPARA
miR-21,GO:0010745~negative regulation of macrophage derived foam cell differentiation,PPARA
miR-21,GO:0010871~negative regulation of receptor biosynthetic process,PPARA
miR-21,GO:0010887~negative regulation of cholesterol storage,PPARA
miR-21,GO:0010891~negative regulation of sequestering of triglyceride,PPARA
miR-21,GO:0015908~fatty acid transport,PPARA
miR-21,GO:0030522~intracellular receptor signaling pathway,PPARA
miR-21,GO:0032000~positive regulation of fatty acid beta-oxidation,PPARA
miR-21,GO:0032091~negative regulation of protein binding,PPARA
miR-21,GO:0032099~negative regulation of appetite,PPARA
miR-21,GO:0032868~response to insulin,PPARA
miR-21,GO:0032922~circadian regulation of gene expression,PPARA
miR-21,GO:0035095~behavioral response to nicotine,PPARA
miR-21,GO:0042060~wound healing,PPARA
miR-21,GO:0042157~lipoprotein metabolic process,PPARA
miR-21,GO:0042752~regulation of circadian rhythm,PPARA
miR-21,GO:0043401~steroid hormone mediated signaling pathway,PPARA
miR-21,GO:0044255~cellular lipid metabolic process,PPARA
miR-21,GO:0045722~positive regulation of gluconeogenesis,PPARA
miR-21,GO:0045776~negative regulation of blood pressure,PPARA
miR-21,GO:0045820~negative regulation of glycolytic process,PPARA
miR-21,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,PPARA
miR-21,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,PPARA
miR-21,GO:0046321~positive regulation of fatty acid oxidation,PPARA
miR-21,GO:0050728~negative regulation of inflammatory response,PPARA
miR-21,GO:0070166~enamel mineralization,PPARA
miR-21,GO:0072363~regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter,PPARA
miR-21,GO:0072366~regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter,PPARA
miR-21,GO:0072369~regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter,PPARA
miR-21,GO:1901215~negative regulation of neuron death,PPARA
miR-21,GO:1902894~negative regulation of pri-miRNA transcription from RNA polymerase II promoter,PPARA
miR-21,GO:1903038~negative regulation of leukocyte cell-cell adhesion,PPARA
miR-21,GO:2000678~negative regulation of transcription regulatory region DNA binding<COMMA>,PPARA
miR-21,GO:0000413~protein peptidyl-prolyl isomerization,PPIF
miR-21,GO:0002931~response to ischemia,PPIF
miR-21,GO:0006457~protein folding,PPIF
miR-21,GO:0008637~apoptotic mitochondrial changes,PPIF
miR-21,GO:0010849~regulation of proton-transporting ATPase activity<COMMA> rotational mechanism,PPIF
miR-21,GO:0010939~regulation of necrotic cell death,PPIF
miR-21,GO:0032780~negative regulation of ATPase activity,PPIF
miR-21,GO:0043066~negative regulation of apoptotic process,PPIF
miR-21,GO:0046902~regulation of mitochondrial membrane permeability,PPIF
miR-21,GO:0070266~necroptotic process,PPIF
miR-21,GO:0070301~cellular response to hydrogen peroxide,PPIF
miR-21,GO:0071243~cellular response to arsenic-containing substance,PPIF
miR-21,GO:0071277~cellular response to calcium ion,PPIF
miR-21,GO:0090200~positive regulation of release of cytochrome c from mitochondria,PPIF
miR-21,GO:0090201~negative regulation of release of cytochrome c from mitochondria,PPIF
miR-21,GO:0090324~negative regulation of oxidative phosphorylation,PPIF
miR-21,GO:1902445~regulation of mitochondrial membrane permeability involved in programmed necrotic cell death,PPIF
miR-21,GO:2000276~negative regulation of oxidative phosphorylation uncoupler activity,PPIF
miR-21,GO:2001243~negative regulation of intrinsic apoptotic signaling pathway<COMMA>,PPIF
miR-21,GO:0000086~G2/M transition of mitotic cell cycle,PPM1D
miR-21,GO:0006470~protein dephosphorylation,PPM1D
miR-21,GO:0008285~negative regulation of cell proliferation,PPM1D
miR-21,GO:0009267~cellular response to starvation,PPM1D
miR-21,GO:0009314~response to radiation,PPM1D
miR-21,GO:0009617~response to bacterium,PPM1D
miR-21,GO:0035970~peptidyl-threonine dephosphorylation<COMMA>,PPM1D
miR-21,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,PSMD10
miR-21,GO:0000165~MAPK cascade,PSMD10
miR-21,GO:0000209~protein polyubiquitination,PSMD10
miR-21,GO:0002223~stimulatory C-type lectin receptor signaling pathway,PSMD10
miR-21,GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I<COMMA> TAP-dependent,PSMD10
miR-21,GO:0006521~regulation of cellular amino acid metabolic process,PSMD10
miR-21,GO:0006915~apoptotic process,PSMD10
miR-21,GO:0007253~cytoplasmic sequestering of NF-kappaB,PSMD10
miR-21,GO:0030307~positive regulation of cell growth,PSMD10
miR-21,GO:0031145~anaphase-promoting complex-dependent catabolic process,PSMD10
miR-21,GO:0031398~positive regulation of protein ubiquitination,PSMD10
miR-21,GO:0032088~negative regulation of NF-kappaB transcription factor activity,PSMD10
miR-21,GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,PSMD10
miR-21,GO:0033209~tumor necrosis factor-mediated signaling pathway,PSMD10
miR-21,GO:0038061~NIK/NF-kappaB signaling,PSMD10
miR-21,GO:0038095~Fc-epsilon receptor signaling pathway,PSMD10
miR-21,GO:0043066~negative regulation of apoptotic process,PSMD10
miR-21,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,PSMD10
miR-21,GO:0043409~negative regulation of MAPK cascade,PSMD10
miR-21,GO:0043488~regulation of mRNA stability,PSMD10
miR-21,GO:0043518~negative regulation of DNA damage response<COMMA> signal transduction by p53 class mediator,PSMD10
miR-21,GO:0045737~positive regulation of cyclin-dependent protein serine/threonine kinase activity,PSMD10
miR-21,GO:0050852~T cell receptor signaling pathway,PSMD10
miR-21,GO:0051436~negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,PSMD10
miR-21,GO:0051437~positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,PSMD10
miR-21,GO:0060071~Wnt signaling pathway<COMMA> planar cell polarity pathway,PSMD10
miR-21,GO:0070682~proteasome regulatory particle assembly,PSMD10
miR-21,GO:0090090~negative regulation of canonical Wnt signaling pathway,PSMD10
miR-21,GO:0090201~negative regulation of release of cytochrome c from mitochondria,PSMD10
miR-21,GO:0090263~positive regulation of canonical Wnt signaling pathway<COMMA>,PSMD10
miR-21,GO:0006397~mRNA processing,PTBP3
miR-21,GO:0008380~RNA splicing,PTBP3
miR-21,GO:0009653~anatomical structure morphogenesis,PTBP3
miR-21,GO:0016070~RNA metabolic process,PTBP3
miR-21,GO:0033119~negative regulation of RNA splicing,PTBP3
miR-21,GO:0043249~erythrocyte maturation,PTBP3
miR-21,GO:0045595~regulation of cell differentiation<COMMA>,PTBP3
miR-21,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,PTCH1
miR-21,GO:0001658~branching involved in ureteric bud morphogenesis,PTCH1
miR-21,GO:0001701~in utero embryonic development,PTCH1
miR-21,GO:0001709~cell fate determination,PTCH1
miR-21,GO:0001843~neural tube closure,PTCH1
miR-21,GO:0003007~heart morphogenesis,PTCH1
miR-21,GO:0007224~smoothened signaling pathway,PTCH1
miR-21,GO:0007346~regulation of mitotic cell cycle,PTCH1
miR-21,GO:0007420~brain development,PTCH1
miR-21,GO:0008589~regulation of smoothened signaling pathway,PTCH1
miR-21,GO:0009612~response to mechanical stimulus,PTCH1
miR-21,GO:0009887~organ morphogenesis,PTCH1
miR-21,GO:0009953~dorsal/ventral pattern formation,PTCH1
miR-21,GO:0009957~epidermal cell fate specification,PTCH1
miR-21,GO:0010157~response to chlorate,PTCH1
miR-21,GO:0010875~positive regulation of cholesterol efflux,PTCH1
miR-21,GO:0016485~protein processing,PTCH1
miR-21,GO:0021522~spinal cord motor neuron differentiation,PTCH1
miR-21,GO:0021532~neural tube patterning,PTCH1
miR-21,GO:0021997~neural plate axis specification,PTCH1
miR-21,GO:0030326~embryonic limb morphogenesis,PTCH1
miR-21,GO:0032355~response to estradiol,PTCH1
miR-21,GO:0032526~response to retinoic acid,PTCH1
miR-21,GO:0032880~regulation of protein localization,PTCH1
miR-21,GO:0035108~limb morphogenesis,PTCH1
miR-21,GO:0035137~hindlimb morphogenesis,PTCH1
miR-21,GO:0040015~negative regulation of multicellular organism growth,PTCH1
miR-21,GO:0042493~response to drug,PTCH1
miR-21,GO:0042593~glucose homeostasis,PTCH1
miR-21,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,PTCH1
miR-21,GO:0043616~keratinocyte proliferation,PTCH1
miR-21,GO:0045606~positive regulation of epidermal cell differentiation,PTCH1
miR-21,GO:0045668~negative regulation of osteoblast differentiation,PTCH1
miR-21,GO:0045879~negative regulation of smoothened signaling pathway,PTCH1
miR-21,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,PTCH1
miR-21,GO:0048568~embryonic organ development,PTCH1
miR-21,GO:0050680~negative regulation of epithelial cell proliferation,PTCH1
miR-21,GO:0051782~negative regulation of cell division,PTCH1
miR-21,GO:0060037~pharyngeal system development,PTCH1
miR-21,GO:0060603~mammary gland duct morphogenesis,PTCH1
miR-21,GO:0060644~mammary gland epithelial cell differentiation,PTCH1
miR-21,GO:0060831~smoothened signaling pathway involved in dorsal/ventral neural tube patterning,PTCH1
miR-21,GO:0061005~cell differentiation involved in kidney development,PTCH1
miR-21,GO:0061053~somite development,PTCH1
miR-21,GO:0071397~cellular response to cholesterol,PTCH1
miR-21,GO:0072001~renal system development,PTCH1
miR-21,GO:0072203~cell proliferation involved in metanephros development,PTCH1
miR-21,GO:0072661~protein targeting to plasma membrane<COMMA>,PTCH1
miR-21,GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity,PTEN
miR-21,GO:0001525~angiogenesis,PTEN
miR-21,GO:0001933~negative regulation of protein phosphorylation,PTEN
miR-21,GO:0002902~regulation of B cell apoptotic process,PTEN
miR-21,GO:0006470~protein dephosphorylation,PTEN
miR-21,GO:0006661~phosphatidylinositol biosynthetic process,PTEN
miR-21,GO:0006915~apoptotic process,PTEN
miR-21,GO:0007270~neuron-neuron synaptic transmission,PTEN
miR-21,GO:0007416~synapse assembly,PTEN
miR-21,GO:0007417~central nervous system development,PTEN
miR-21,GO:0007507~heart development,PTEN
miR-21,GO:0007568~aging,PTEN
miR-21,GO:0007584~response to nutrient,PTEN
miR-21,GO:0007611~learning or memory,PTEN
miR-21,GO:0007613~memory,PTEN
miR-21,GO:0007626~locomotory behavior,PTEN
miR-21,GO:0008283~cell proliferation,PTEN
miR-21,GO:0008284~positive regulation of cell proliferation,PTEN
miR-21,GO:0008285~negative regulation of cell proliferation,PTEN
miR-21,GO:0009749~response to glucose,PTEN
miR-21,GO:0010043~response to zinc ion,PTEN
miR-21,GO:0010975~regulation of neuron projection development,PTEN
miR-21,GO:0014067~negative regulation of phosphatidylinositol 3-kinase signaling,PTEN
miR-21,GO:0016477~cell migration,PTEN
miR-21,GO:0021542~dentate gyrus development,PTEN
miR-21,GO:0021955~central nervous system neuron axonogenesis,PTEN
miR-21,GO:0030336~negative regulation of cell migration,PTEN
miR-21,GO:0030534~adult behavior,PTEN
miR-21,GO:0031642~negative regulation of myelination,PTEN
miR-21,GO:0031647~regulation of protein stability,PTEN
miR-21,GO:0031658~negative regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle,PTEN
miR-21,GO:0032228~regulation of synaptic transmission<COMMA> GABAergic,PTEN
miR-21,GO:0032286~central nervous system myelin maintenance,PTEN
miR-21,GO:0032355~response to estradiol,PTEN
miR-21,GO:0032535~regulation of cellular component size,PTEN
miR-21,GO:0033032~regulation of myeloid cell apoptotic process,PTEN
miR-21,GO:0033198~response to ATP,PTEN
miR-21,GO:0033555~multicellular organismal response to stress,PTEN
miR-21,GO:0035176~social behavior,PTEN
miR-21,GO:0035335~peptidyl-tyrosine dephosphorylation,PTEN
miR-21,GO:0042493~response to drug,PTEN
miR-21,GO:0042711~maternal behavior,PTEN
miR-21,GO:0043066~negative regulation of apoptotic process,PTEN
miR-21,GO:0043491~protein kinase B signaling,PTEN
miR-21,GO:0043542~endothelial cell migration,PTEN
miR-21,GO:0043647~inositol phosphate metabolic process,PTEN
miR-21,GO:0045471~response to ethanol,PTEN
miR-21,GO:0045475~locomotor rhythm,PTEN
miR-21,GO:0045792~negative regulation of cell size,PTEN
miR-21,GO:0046621~negative regulation of organ growth,PTEN
miR-21,GO:0046685~response to arsenic-containing substance,PTEN
miR-21,GO:0046855~inositol phosphate dephosphorylation,PTEN
miR-21,GO:0046856~phosphatidylinositol dephosphorylation,PTEN
miR-21,GO:0048008~platelet-derived growth factor receptor signaling pathway,PTEN
miR-21,GO:0048015~phosphatidylinositol-mediated signaling,PTEN
miR-21,GO:0048681~negative regulation of axon regeneration,PTEN
miR-21,GO:0048738~cardiac muscle tissue development,PTEN
miR-21,GO:0048853~forebrain morphogenesis,PTEN
miR-21,GO:0048854~brain morphogenesis,PTEN
miR-21,GO:0050680~negative regulation of epithelial cell proliferation,PTEN
miR-21,GO:0050765~negative regulation of phagocytosis,PTEN
miR-21,GO:0050771~negative regulation of axonogenesis,PTEN
miR-21,GO:0050821~protein stabilization,PTEN
miR-21,GO:0050852~T cell receptor signaling pathway,PTEN
miR-21,GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,PTEN
miR-21,GO:0051726~regulation of cell cycle,PTEN
miR-21,GO:0051895~negative regulation of focal adhesion assembly,PTEN
miR-21,GO:0051898~negative regulation of protein kinase B signaling,PTEN
miR-21,GO:0060024~rhythmic synaptic transmission,PTEN
miR-21,GO:0060044~negative regulation of cardiac muscle cell proliferation,PTEN
miR-21,GO:0060070~canonical Wnt signaling pathway,PTEN
miR-21,GO:0060074~synapse maturation,PTEN
miR-21,GO:0060134~prepulse inhibition,PTEN
miR-21,GO:0060179~male mating behavior,PTEN
miR-21,GO:0060291~long-term synaptic potentiation,PTEN
miR-21,GO:0060292~long term synaptic depression,PTEN
miR-21,GO:0060736~prostate gland growth,PTEN
miR-21,GO:0060997~dendritic spine morphogenesis,PTEN
miR-21,GO:0061002~negative regulation of dendritic spine morphogenesis,PTEN
miR-21,GO:0070373~negative regulation of ERK1 and ERK2 cascade,PTEN
miR-21,GO:0070374~positive regulation of ERK1 and ERK2 cascade,PTEN
miR-21,GO:0071456~cellular response to hypoxia,PTEN
miR-21,GO:0090071~negative regulation of ribosome biogenesis,PTEN
miR-21,GO:0090344~negative regulation of cell aging,PTEN
miR-21,GO:0090394~negative regulation of excitatory postsynaptic potential,PTEN
miR-21,GO:0097105~presynaptic membrane assembly,PTEN
miR-21,GO:0097107~postsynaptic density assembly,PTEN
miR-21,GO:1903984~positive regulation of TRAIL-activated apoptotic signaling pathway,PTEN
miR-21,GO:1904668~positive regulation of ubiquitin protein ligase activity,PTEN
miR-21,GO:2000060~positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,PTEN
miR-21,GO:2000134~negative regulation of G1/S transition of mitotic cell cycle,PTEN
