miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez Gene ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)
MIRT000989	hsa-miR-328-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//Reporter assay;Other	Functional MTI	18560585
MIRT000989	hsa-miR-328-3p	Homo sapiens	CD44	960	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24318997
MIRT004350	hsa-miR-19a-3p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959
MIRT000983	hsa-miR-25-3p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959
MIRT000982	hsa-miR-32-5p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959
MIRT004351	hsa-miR-92b-3p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959
MIRT004352	hsa-miR-96-5p	Homo sapiens	PRMT5	10419	Homo sapiens	Western blot	Functional MTI	18694959
MIRT003926	hsa-miR-132-3p	Homo sapiens	ARHGAP32	9743	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18577589
MIRT003926	hsa-miR-132-3p	Homo sapiens	ARHGAP32	9743	Homo sapiens	Luciferase reporter assay	Functional MTI	19850129
MIRT000980	hsa-miR-34a-5p	Homo sapiens	MYCN	4613	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18504438
MIRT000980	hsa-miR-34a-5p	Homo sapiens	MYCN	4613	Homo sapiens	qRT-PCR//Western blot//Luciferase reporter assay	Functional MTI	18505919
MIRT000980	hsa-miR-34a-5p	Homo sapiens	MYCN	4613	Homo sapiens	Luciferase reporter assay	Functional MTI	19461653
MIRT000980	hsa-miR-34a-5p	Homo sapiens	MYCN	4613	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	17297439
MIRT000980	hsa-miR-34a-5p	Homo sapiens	MYCN	4613	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22020437
MIRT000980	hsa-miR-34a-5p	Homo sapiens	MYCN	4613	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22662276
MIRT006585	hsa-miR-128b	Homo sapiens	EGFR	1956	Homo sapiens	qRT-PCR//Western blot//GFP reporter assay//Luciferase reporter assay	Functional MTI	18304967
MIRT000978	hsa-miR-15b-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay//Reporter assay;Other	Functional MTI	18449891
MIRT000978	hsa-miR-15b-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23907579
MIRT000977	hsa-miR-17-5p	Homo sapiens	PTPRO	5800	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18644370
MIRT000976	hsa-miR-155-5p	Homo sapiens	ZIC3	7547	Homo sapiens	Luciferase reporter assay	Functional MTI	18367535
MIRT000976	hsa-miR-155-5p	Homo sapiens	ZIC3	7547	Homo sapiens	Luciferase reporter assay	Functional MTI	19177201
MIRT000975	hsa-miR-155-5p	Homo sapiens	ZNF652	22834	Homo sapiens	Luciferase reporter assay	Functional MTI	18367535
MIRT000975	hsa-miR-155-5p	Homo sapiens	ZNF652	22834	Homo sapiens	Reporter assay;Other	Functional MTI	20584899
MIRT000975	hsa-miR-155-5p	Homo sapiens	ZNF652	22834	Homo sapiens	Western blot	Functional MTI	22797073
MIRT000974	hsa-miR-155-5p	Homo sapiens	HIVEP2	3097	Homo sapiens	Luciferase reporter assay	Functional MTI	18367535
MIRT000974	hsa-miR-155-5p	Homo sapiens	HIVEP2	3097	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20427544
MIRT000974	hsa-miR-155-5p	Homo sapiens	HIVEP2	3097	Homo sapiens	Reporter assay;Other	Functional MTI	20584899
MIRT001569	hsa-miR-155-5p	Homo sapiens	ARID2	196528	Homo sapiens	Luciferase reporter assay	Functional MTI	18367535
MIRT001569	hsa-miR-155-5p	Homo sapiens	ARID2	196528	Homo sapiens	Reporter assay;Other	Functional MTI	20584899
MIRT001560	hsa-miR-155-5p	Homo sapiens	CEBPB	1051	Homo sapiens	Luciferase reporter assay	Functional MTI	18367535
MIRT001560	hsa-miR-155-5p	Homo sapiens	CEBPB	1051	Homo sapiens	Microarray//qRT-PCR//Western blot	Functional MTI	19193853
MIRT001560	hsa-miR-155-5p	Homo sapiens	CEBPB	1051	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20427544
MIRT001560	hsa-miR-155-5p	Homo sapiens	CEBPB	1051	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	21813606
MIRT001560	hsa-miR-155-5p	Homo sapiens	CEBPB	1051	Homo sapiens	Luciferase reporter assay	Functional MTI	19596814
MIRT001560	hsa-miR-155-5p	Homo sapiens	CEBPB	1051	Homo sapiens	ELISA//Immunoblot//Immunocytochemistry//Immunofluorescence//Luciferase reporter assay//qRT-PCR	Functional MTI	19887047
MIRT001560	hsa-miR-155-5p	Homo sapiens	CEBPB	1051	Homo sapiens	Western blot	Functional MTI	23749759
MIRT001560	hsa-miR-155-5p	Homo sapiens	CEBPB	1051	Homo sapiens	Chip//ELISA//Luciferase reporter assay//QRTPCR//Western blot	Functional MTI	23612310
MIRT000973	hsa-miR-155-5p	Homo sapiens	SMAD5	4090	Homo sapiens	Luciferase reporter assay	Functional MTI	18367535
MIRT000973	hsa-miR-155-5p	Homo sapiens	SMAD5	4090	Homo sapiens	immunoblot//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20133617
MIRT000973	hsa-miR-155-5p	Homo sapiens	SMAD5	4090	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20427544
MIRT000972	hsa-miR-155-5p	Homo sapiens	DET1	55070	Homo sapiens	Luciferase reporter assay	Functional MTI	18367535
MIRT000972	hsa-miR-155-5p	Homo sapiens	DET1	55070	Homo sapiens	Reporter assay;Other	Functional MTI	20584899
MIRT003238	hsa-miR-205-5p	Homo sapiens	INPPL1	3636	Homo sapiens	Western blot//Luciferase reporter assay//Northern blot//Reporter assay;Western blot;Other	Functional MTI	19033458
MIRT003238	hsa-miR-205-5p	Homo sapiens	INPPL1	3636	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	20065103
MIRT004354	hsa-miR-184	Homo sapiens	INPPL1	3636	Homo sapiens	Western blot//Luciferase reporter assay//Northern blot	Non-Functional MTI	19033458
MIRT004354	hsa-miR-184	Homo sapiens	INPPL1	3636	Homo sapiens	Luciferase reporter assay	Functional MTI	24183204
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	18834857
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay	Functional MTI	21464990
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23603512
MIRT004355	hsa-miR-126-3p	Homo sapiens	IRS1	3667	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23893300
MIRT000967	hsa-miR-126-3p	Homo sapiens	TOM1	10043	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	18834857
MIRT000967	hsa-miR-126-3p	Homo sapiens	TOM1	10043	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay;Western blot	Functional MTI	20083669
MIRT000966	hsa-miR-126-3p	Homo sapiens	RGS3	5998	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	18834857
MIRT000966	hsa-miR-126-3p	Homo sapiens	RGS3	5998	Homo sapiens	Reporter assay	Non-Functional MTI	21249429
MIRT000965	hsa-miR-126-3p	Homo sapiens	CCNE2	9134	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	18834857
MIRT004356	hsa-miR-186-5p	Homo sapiens	P2RX7	5027	Homo sapiens	qRT-PCR//Luciferase reporter assay	Functional MTI	18682393
MIRT004357	hsa-miR-150-5p	Homo sapiens	P2RX7	5027	Homo sapiens	qRT-PCR//Luciferase reporter assay	Functional MTI	18682393
MIRT004357	hsa-miR-150-5p	Homo sapiens	P2RX7	5027	Homo sapiens	Flow//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24312495
MIRT003567	hsa-miR-21-5p	Homo sapiens	SERPINB5	5268	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18270520
MIRT003567	hsa-miR-21-5p	Homo sapiens	SERPINB5	5268	Homo sapiens	Luciferase reporter assay	Functional MTI	19253296
MIRT003567	hsa-miR-21-5p	Homo sapiens	SERPINB5	5268	Homo sapiens	Reporter assay;Western blot;qRT-PCR	Functional MTI	21636785
MIRT003567	hsa-miR-21-5p	Homo sapiens	SERPINB5	5268	Homo sapiens	Reporter assay	Functional MTI	20693317
MIRT000961	hsa-miR-21-5p	Homo sapiens	MTAP	4507	Homo sapiens	Western blot//Northern blot//Luciferase reporter assay	Functional MTI	19013014
MIRT000960	hsa-miR-21-5p	Homo sapiens	SOX5	6660	Homo sapiens	Western blot//Northern blot//Luciferase reporter assay	Functional MTI	19013014
MIRT004358	hsa-miR-130a-3p	Homo sapiens	MEOX2	4223	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Northern blot//Reporter assay;Other	Functional MTI	17957028
MIRT000958	hsa-miR-130a-3p	Homo sapiens	HOXA5	3202	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Northern blot//Reporter assay;Other	Functional MTI	17957028
MIRT000957	hsa-miR-16-1-3p	Homo sapiens	CCND1	595	Homo sapiens	qRT-PCR//GFP reporter assay//Western blot	Functional MTI	18483394
MIRT004359	hsa-miR-17-5p	Homo sapiens	MAPK9	5601	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	18700987
MIRT004359	hsa-miR-17-5p	Homo sapiens	MAPK9	5601	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	21283765
MIRT004359	hsa-miR-17-5p	Homo sapiens	MAPK9	5601	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	23029228
MIRT000955	hsa-miR-148a-3p	Homo sapiens	DNMT3B	1789	Homo sapiens	GFP reporter assay//Western blot//qRT-PCR	Functional MTI	18367714
MIRT000954	hsa-miR-21-5p	Homo sapiens	TIMP3	7078	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay;Western blot;qRT-PCR;Microarray;Other	Functional MTI	18591254
MIRT000954	hsa-miR-21-5p	Homo sapiens	TIMP3	7078	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	20346171
